"id","TITLE","AUTHOR","ACCESSION NO.","CALL NUMBER","DATE ACQUIRED","SUMMARY","KEYWORDS","General_Category","Sub_Category","cover_image_url","Like","Dislike","date_added","status"
"3144","supreme court reports annotated, 1991 volume 198",,"1886kh","KH348.599 044 P538s 1991 v. 198",,"supreme court reports annotated, 1991 volume 198 is comprehensive legal resource compiling significant decisions made by the supreme court in 1991. this volume provides detailed annotations and analyses of various cases, offering insights into the legal reasoning and precedents set during that period. it serves as valuable reference for legal professionals, scholars, and anyone interested in the judicial decisions that have shaped the legal landscape.","Supreme Court, legal decisions, annotations, 1991, precedents","Law",,"assets/Law.png","27","13","0000-00-00","available"
"3145","supreme court reports annotated, 1991 volume 199",,"1887kh","KH348.599 044 P538s 1991 v. 199",,"supreme court reports annotated, 1991 volume 199 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1991. it includes detailed annotations and interpretations of various rulings, offering insight into the judicial reasoning and legal principles applied. this volume serves as an essential resource for legal professionals, scholars, and students seeking to understand the intricacies of supreme court decisions during this period.","Supreme Court, 1991, legal reference, annotations, judicial reasoning","Law",,"assets/Law.png","49","17","0000-00-00","available"
"3146","supreme court reports annotated, 1992 volume 207",,"1888kh","KH348.599 044 P538s 1992 v. 206",,"supreme court reports annotated, 1992 volume 207 is comprehensive legal reference that compiles and annotates significant decisions made by the supreme court in 1992. this volume provides detailed insights and analyses of the court's rulings and their implications on various aspects of law. it serves as an essential resource for legal professionals, scholars, and anyone interested in the judicial decisions of that year.","Supreme Court, 1992, legal reference, judicial decisions, annotated rulings","Law",,"assets/Law.png","31","20","0000-00-00","available"
"3147","supreme court reports annotated, 1992 volume 208",,"1889kh","KH348.599 044 P538s 1992 v.207",,"supreme court reports annotated, 1992 volume 208 is comprehensive legal reference that compiles and annotates decisions made by the supreme court in 1992. it provides detailed insights into various cases, legal precedents, and judicial interpretations that shaped the legal landscape during that period. this volume is essential for legal professionals, scholars, and students who seek to understand the intricacies of supreme court rulings and their implications on the law.","Supreme Court, legal reference, 1992 cases, judicial interpretations, legal precedents","Law",,"assets/Law.png","33","10","0000-00-00","available"
"3148","supreme court reports annotated, 1992 volume 209",,"1890kh","KH348.599 044 P538s 1992 v. 208",,"supreme court reports annotated, 1992 volume 209 is comprehensive legal resource that compiles significant supreme court decisions made in 1992. this volume includes detailed annotations and analyses of each case, offering insights into the legal reasoning and implications of the rulings. it serves as an essential reference for legal professionals, scholars, and students interested in understanding the nuances of supreme court jurisprudence during this period.","Supreme Court, legal decisions, 1992, annotations, jurisprudence","Law",,"assets/Law.png","28","12","0000-00-00","available"
"3149","supreme court reports annotated, 1992 volume 210",,"1891kh","KH348.599 044 P538s 1992 v. 209",,"supreme court reports annotated, 1992 volume 210 is comprehensive legal reference that compiles and annotates significant decisions made by the supreme court in 1992. this volume offers detailed insights into the judicial reasoning behind each case, providing valuable context and interpretation for legal professionals and scholars. it serves as an essential resource for understanding the evolving legal landscape and the application of law during this period.","Supreme Court, legal reference, judicial reasoning, 1992 decisions, legal landscape","Law",,"assets/Law.png","46","15","0000-00-00","available"
"3150","supreme court reports annotated, 1992 volume 211",,"1892kh","KH348.599 044 P538s 1992 v. 211",,"supreme court reports annotated, 1992 volume 211 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1992. it includes detailed annotations and interpretations of various cases, offering insights into the legal reasoning and implications of the rulings. this volume serves as an essential resource for legal professionals, scholars, and students seeking to understand the judicial decisions and their impact on the legal landscape.","Supreme Court, legal decisions, annotations, 1992, judicial impact","Law",,"assets/Law.png","48","18","0000-00-00","available"
"3151","supreme court reports annotated, 1992 volume 212",,"1893kh","KH348.599 044 P538s 1992 v. 212",,"supreme court reports annotated, 1992 volume 212 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1992. this volume provides detailed annotations and interpretations of each case, offering insights into the legal principles and precedents established by the court. it serves as valuable resource for legal professionals, scholars, and students who seek to understand the intricacies of supreme court rulings and their implications for the legal landscape.","Supreme Court, legal reference, annotations, 1992 decisions, legal principles","Law",,"assets/Law.png","30","11","0000-00-00","available"
"3152","supreme court reports annotated, 1992 volume 213",,"1894kh","KH348.599 044 P538s 1992 v. 213",,"'supreme court reports annotated, 1992 volume 213' is comprehensive compilation of significant legal decisions made by the supreme court in 1992. this volume provides annotated judgments, offering detailed analysis and insights into the legal reasoning and implications of each case. it serves as valuable resource for legal professionals, scholars, and students seeking to understand the judicial interpretations and applications of law during that year.","Supreme Court, legal decisions, annotated judgments, judicial interpretations, 1992.","Law",,"assets/Law.png","17","20","0000-00-00","available"
"3153","supreme court reports annotated, 1993 volume 195",,"1883kh","KH348.599 044 P538s 1993  v. 195",,"supreme court reports annotated, 1993 volume 195 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1993. it includes detailed annotations, legal interpretations, and implications of various landmark cases, providing valuable insights for legal professionals, scholars, and students interested in constitutional law and judicial precedents.","Supreme Court, legal reference, 1993 decisions, landmark cases, constitutional law","Law",,"assets/Law.png","37","10","0000-00-00","available"
"3154","supreme court reports annotated, 1993 volume 214",,"1895kh","KH348.599 044 P538s 1993 v. 214",,"supreme court reports annotated, 1993 volume 214 is comprehensive legal reference book that compiles and analyzes landmark decisions made by the supreme court in 1993. it provides detailed annotations and commentary on each case, offering insights into the court's interpretations and implications for future legal precedents. this volume serves as valuable resource for legal professionals, scholars, and students seeking to understand the intricacies of supreme court rulings during this period.","Supreme Court, legal reference, landmark decisions, annotations, 1993 rulings","Law",,"assets/Law.png","14","19","0000-00-00","available"
"3155","supreme court reports annotated, 1993 volume 215",,"1896kh","KH348.599 044 P538s 1993 v. 215",,"supreme court reports annotated, 1993 volume 215 is comprehensive legal reference that compiles and annotates significant decisions made by the supreme court in 1993. this volume provides detailed commentary and analysis, offering insights into the legal reasoning and implications of each case. it serves as an essential resource for legal professionals, scholars, and anyone interested in understanding the judicial landscape and precedents set during this period.","Supreme Court, 1993, legal reference, judicial decisions, precedents","Law",,"assets/Law.png","26","12","0000-00-00","available"
"3156","supreme court reports annotated, 1993 volume 216",,"1897kh","KH348.599 044 P538s 1993 v. 216",,"supreme court reports annotated, 1993 volume 216 is comprehensive compilation of legal cases and decisions made by the supreme court. this volume provides detailed annotations and insights into the interpretations and applications of the law as decided by the highest court. it serves as valuable resource for legal professionals, scholars, and anyone interested in the intricacies of supreme court rulings from that year.","Supreme Court, legal cases, annotations, 1993, decisions","Law",,"assets/Law.png","46","13","0000-00-00","available"
"3157","supreme court reports annotated, 1993 volume 217",,"1898kh","KH348.599 044 P538s 1993 v. 217",,"the supreme court reports annotated, 1993 volume 217 is comprehensive collection of legal case reports and annotations from the philippine supreme court. this volume provides detailed documentation and analysis of pivotal court decisions made in 1993, offering insights into the interpretations and applications of philippine law during that period. it serves as an essential resource for legal professionals, scholars, and anyone interested in the developments in philippine jurisprudence.","Philippine Supreme Court, legal case reports, 1993, jurisprudence, annotations","Law",,"assets/Law.png","45","20","0000-00-00","available"
"3158","supreme court reports annotated, 1993 volume 218",,"1899kh","KH348.599 044 P538s 1993 v. 218",,"supreme court reports annotated, 1993 volume 218 is comprehensive legal reference book that compiles and annotates decisions made by the supreme court in 1993. this volume provides detailed case summaries, legal analyses, and references to past rulings, serving as vital resource for legal professionals, scholars, and anyone interested in the judicial decisions that shaped the legal landscape during that year.","Supreme Court, legal reference, 1993 decisions, case summaries, judicial rulings","Law",,"assets/Law.png","28","14","0000-00-00","available"
"3159","supreme court reports annotated, 1993 volume 219",,"1900kh","KH348.599 044 P538s 1993 v. 219",,"supreme court reports annotated, 1993 volume 219 is comprehensive collection of legal cases and decisions from the supreme court in 1993. this volume provides detailed annotations and insights into the rulings, offering valuable information for legal professionals and scholars. it serves as crucial reference for understanding the judicial interpretations and implications of the law during that year.","Supreme Court, legal cases, 1993 rulings, judicial interpretations, legal annotations","Law",,"assets/Law.png","36","12","0000-00-00","available"
"3160","supreme court reports annotated, 1993 volume 220",,"1901kh","KH348.599 044 P538s 1994 v. 220",,"supreme court reports annotated, 1993 volume 220 is comprehensive legal reference compiling significant decisions made by the supreme court in 1993. it provides detailed annotations and analyses of each case, offering insights into the legal reasoning and implications of the court's rulings. this volume serves as an essential resource for legal professionals, scholars, and anyone interested in the judicial processes and interpretations of the law during that year.","Supreme Court, legal reference, 1993 decisions, case analyses, judicial interpretations","Law",,"assets/Law.png","43","19","0000-00-00","available"
"3161","supreme court reports annotated, 1993 volume 221",,"1902kh","KH348.599 044 P538s 1993 v. 221",,"supreme court reports annotated, 1993 volume 221 is comprehensive legal reference that compiles and analyzes rulings and decisions from the supreme court in 1993. this volume offers detailed annotations and interpretations, providing legal professionals with insights into case law and judicial reasoning during that period. the book serves as an essential resource for understanding the intricacies of legal precedents and their implications on future legal proceedings.","Supreme Court, legal reference, case law, judicial reasoning, precedents","Law",,"assets/Law.png","20","20","0000-00-00","available"
"3162","supreme court reports annotated, 1994 volume 223",,"1903kh","KH348.599 044 P538s 1994 v. 223",,"the supreme court reports annotated, 1994 volume 223 is comprehensive legal reference that provides detailed documentation and analysis of supreme court decisions from the year 1994. it includes case summaries, legal reasoning, and the implications of various rulings, serving as an essential resource for legal professionals, scholars, and anyone interested in the judicial decisions of the supreme court during that period.","Supreme Court, legal reference, 1994 decisions, case summaries, judicial analysis","Law",,"assets/Law.png","21","11","0000-00-00","available"
"3163","supreme court reports annotated, 1994 volume 224",,"1904kh","KH348.599 044 P538s 1994 v. 224",,"supreme court reports annotated, 1994 volume 224 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1994. it provides detailed annotations and insights into the rulings, offering valuable information for legal professionals, scholars, and students. the volume serves as an essential resource for understanding the judicial reasoning and implications of these decisions on various aspects of law.","Supreme Court, legal reference, annotations, judicial reasoning, 1994 decisions","Law",,"assets/Law.png","30","11","0000-00-00","available"
"3164","supreme court reports annotated, 1994 volume 225",,"1905kh","KH348.599 044 P538s 1994 v. 225",,"supreme court reports annotated, 1994 volume 225 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1994. this volume provides detailed annotations and interpretations of case law, offering insights into judicial reasoning and the implications for legal practice. it serves as vital resource for legal professionals, scholars, and anyone interested in the intricacies of supreme court rulings from that year.","Supreme Court, legal reference, 1994 decisions, case law, judicial reasoning","Law",,"assets/Law.png","20","16","0000-00-00","available"
"3165","supreme court reports annotated, 1994 volume 226",,"1906kh","KH348.599 044 P538s 1994 v. 226",,"supreme court reports annotated, 1994 volume 226 is comprehensive legal reference book that compiles and analyzes significant decisions made by the supreme court in 1994. this volume provides detailed annotations and interpretations of the court's rulings, offering insights into legal precedents and the evolving landscape of constitutional law. it serves as an essential resource for legal professionals, scholars, and students who seek to understand the implications and applications of the supreme court's decisions during this period.","Supreme Court, legal reference, constitutional law, 1994 decisions, legal precedents","Law",,"assets/Law.png","48","18","0000-00-00","available"
"3166","supreme court reports annotated, 1994 volume 227",,"1907kh","KH348.599 044 P538a 1994 v. 227",,"supreme court reports annotated, 1994 volume 227 is comprehensive legal reference that compiles and analyzes the decisions made by the supreme court in that year. this volume provides detailed annotations and insights into the legal reasoning behind each case, serving as an essential resource for legal professionals, scholars, and students who seek to understand the intricacies of supreme court rulings and their implications on the law.","Supreme Court, legal reference, annotations, 1994, rulings","Law",,"assets/Law.png","37","19","0000-00-00","available"
"3167","supreme court reports annotated, 1994 volume 228",,"1908kh","KH348.599 044 P538s 1994 v. 228",,"supreme court reports annotated, 1994 volume 228 is comprehensive compilation of judicial decisions rendered by the supreme court in 1994. this volume includes detailed annotations and analyses of significant court rulings, offering insights into the legal reasoning and implications of each case. it serves as an essential resource for legal professionals, scholars, and anyone interested in the workings of the highest court in the judicial system.","Supreme Court, judicial decisions, 1994, annotations, legal analysis","Law",,"assets/Law.png","14","11","0000-00-00","available"
"3168","supreme court reports annotated, 1994 volume 229",,"1909kh","KH348.599 044 P538s 1994 V. 229",,"supreme court reports annotated, 1994 volume 229 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1994. this volume provides detailed annotations and insights into the court's rulings, offering critical legal interpretations and context for practitioners, scholars, and students of law.","Supreme Court, legal reference, 1994 decisions, annotations, legal interpretations","Law",,"assets/Law.png","26","16","0000-00-00","available"
"3169","supreme court reports annotated, 1994 volume 230",,"1910kh","KH348.599 044 P538s 1994 v. 230",,"supreme court reports annotated, 1994 volume 230 is comprehensive legal reference book that compiles and analyzes decisions made by the supreme court in 1994. it provides detailed annotations, case summaries, and interpretations of legal precedents, making it valuable resource for legal professionals and scholars seeking to understand the implications of these rulings.","Supreme Court, legal precedents, case summaries, annotations, 1994 rulings","Law",,"assets/Law.png","29","16","0000-00-00","available"
"3170","supreme court reports annotated, 1994 volume 231",,"1911kh","KH348.599 044 P538s 1994 v. 231",,"supreme court reports annotated, 1994 volume 231 is comprehensive compilation of legal cases and decisions made by the supreme court in 1994. this volume provides detailed annotations and analyses of significant rulings, offering insights into the legal reasoning and implications of each case. it serves as valuable resource for legal professionals, scholars, and anyone interested in the judicial landscape of that year.","Supreme Court, legal cases, 1994, annotations, judicial decisions","Law",,"assets/Law.png","50","20","0000-00-00","available"
"3171","supreme court reports annotated, 1994 volume 232",,"1912kh","KH348.599 044 P538s 1994 v. 232",,"supreme court reports annotated, 1994 volume 232 is comprehensive legal reference that compiles and analyzes the decisions made by the supreme court in 1994. it provides detailed annotations and insights into significant cases, offering valuable resource for legal professionals and scholars seeking to understand the nuances of the court's rulings during that year.","Supreme Court, 1994, legal reference, annotations, rulings","Law",,"assets/Law.png","21","16","0000-00-00","available"
"3172","supreme court reports annotated, 1994 volume 233",,"1913kh","KH348.599 044 P538s 1994 v. 233",,"supreme court reports annotated, 1994 volume 233 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in the year 1994. this volume provides detailed annotations and interpretations of the rulings, offering insights into the legal reasoning and implications of each case. it serves as an essential resource for legal professionals seeking to understand the judicial landscape and precedent-setting cases of that year.","Supreme Court, legal reference, 1994 decisions, annotations, judicial precedent","Law",,"assets/Law.png","15","12","0000-00-00","available"
"3173","supreme court reports annotated, 1994 volume 234",,"1914kh","KH348.599 044 P538s 1994 v. 234",,"supreme court reports annotated, 1994 volume 234 is legal reference book that compiles and annotates decisions made by the supreme court in 1994. it provides detailed insights and interpretations of various rulings, highlighting the legal principles and precedents set during this period. the volume serves as an essential resource for legal professionals seeking to understand the judicial reasoning and implications of the court's decisions.","Supreme Court, legal reference, decisions, 1994, precedents","Law",,"assets/Law.png","26","16","0000-00-00","available"
"3174","supreme court reports annotated, 1994 volume 235",,"1915kh","KH348.599 044 P538s 1994 v. 235",,"supreme court reports annotated, 1994 volume 235 is comprehensive legal reference that compiles and analyzes the decisions made by the supreme court in 1994. this volume provides detailed annotations and insights into each case, offering valuable context and interpretation for legal professionals and scholars. it serves as an essential resource for understanding the implications of the court's rulings during this period.","Supreme Court, 1994, legal reference, annotations, case analysis","Law",,"assets/Law.png","28","10","0000-00-00","available"
"3175","supreme court reports annotated, 1995 volume 236",,"1916kh","KH348.599 044 P538s 1995 v. 236",,"supreme court reports annotated, 1995 volume 236 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court. this volume provides detailed annotations and insights into the court's rulings from that year, serving as an essential resource for legal professionals, scholars, and students seeking to understand the implications and interpretations of the law as decided by the highest court.","Supreme Court, legal reference, annotations, rulings, 1995","Law",,"assets/Law.png","35","19","0000-00-00","available"
"3176","supreme court reports annotated, 1995 volume 237",,"1917kh","KH348.599 044 P538s 1995 v. 237",,"supreme court reports annotated, 1995 volume 237 is comprehensive legal reference that compiles and annotates decisions made by the supreme court in 1995. this volume provides detailed insights into the legal reasoning and implications of each case, serving as an invaluable resource for legal professionals, scholars, and students interested in the judicial interpretations and precedents set during this period.","Supreme Court, legal reference, 1995 decisions, judicial interpretations, precedents","Law",,"assets/Law.png","41","10","0000-00-00","available"
"3177","supreme court reports annotated, 1995 volume 238",,"1918kh","KH348.599 044 P538s 1995 v. 238",,"supreme court reports annotated, 1995 volume 238 is comprehensive compilation of legal decisions and opinions from the supreme court. this volume provides detailed annotations and analyses of various cases decided in 1995, serving as critical resource for legal professionals and scholars seeking to understand the intricacies of jurisprudence and the application of law during that period.","Supreme Court, legal decisions, annotations, jurisprudence, 1995 cases","Law",,"assets/Law.png","15","14","0000-00-00","available"
"3178","supreme court reports annotated, 1995 volume 239",,"1919kh","KH348.599 044 P538s 1995 v. 239",,"supreme court reports annotated, 1995 volume 239 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1995. this volume provides detailed annotations and insights into the legal reasoning and implications of each case, serving as an essential resource for legal professionals, scholars, and anyone interested in the intricacies of supreme court rulings.","Supreme Court, legal reference, 1995, annotations, case analysis","Law",,"assets/Law.png","45","11","0000-00-00","available"
"3179","supreme court reports annotated, 1995 volume 240",,"1920kh","KH348.599 044 P538s 1995 v. 240",,"supreme court reports annotated, 1995 volume 240 is comprehensive legal reference that compiles and analyzes key decisions made by the supreme court in 1995. it provides detailed annotations and insights into the implications of these rulings, serving as an invaluable resource for legal professionals, scholars, and students seeking to understand the evolution of legal precedents during that period.","Supreme Court, legal precedents, 1995, annotations, rulings","Law",,"assets/Law.png","47","18","0000-00-00","available"
"3180","supreme court reports annotated, 1995 volume 241",,"1921kh","KH348.599 044 P538s 1995 v. 241",,"supreme court reports annotated, 1995 volume 241 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court in 1995. this volume provides detailed annotations and interpretations of key rulings, offering insights into legal precedents and the judicial reasoning behind the court's decisions. it serves as an essential resource for legal professionals, scholars, and anyone interested in the workings of the highest court.","Supreme Court, legal reference, 1995 decisions, annotations, judicial reasoning","Law",,"assets/Law.png","20","16","0000-00-00","available"
"3181","supreme court reports annotated, 1995 volume 242",,"1922kh","KH348.599 044 P538s 1995 v. 242",,"'supreme court reports annotated, 1995 volume 242' is comprehensive legal reference that compiles and annotates decisions made by the supreme court in 1995. this volume provides detailed analyses and commentary on various cases, offering insights into legal precedents, interpretations, and the impact of these decisions on future jurisprudence. it serves as valuable resource for legal professionals, scholars, and anyone interested in the intricacies of supreme court rulings.","Supreme Court, legal reference, 1995 decisions, jurisprudence, case analysis","Law",,"assets/Law.png","42","13","0000-00-00","available"
"3182","supreme court reports annotated, 1995 volume 243",,"1923kh","KH348.599 044 P538s 1995 v. 243",,"supreme court reports annotated, 1995 volume 243 is comprehensive collection of legal cases and decisions from the supreme court in the year 1995. this volume provides detailed annotations and analyses of each case, offering insights into the legal reasoning and implications of the court's rulings. it serves as valuable resource for legal professionals, scholars, and anyone interested in the judicial decisions that shaped the legal landscape during that year.","Supreme Court, legal cases, 1995, annotations, judicial decisions","Law",,"assets/Law.png","33","13","0000-00-00","available"
"3183","supreme court reports annotated, volume 100",,"1824kh","KH348.599 044 P538s v. 100",,"supreme court reports annotated, volume 100 is comprehensive legal reference that compiles and analyzes significant decisions made by the supreme court. this volume includes detailed annotations and interpretations of case law, offering an essential resource for legal professionals seeking to understand the implications and applications of court rulings. the book provides insights into legal precedents and the evolving landscape of judicial decisions.","Supreme Court, legal reference, case law, annotations, judicial decisions","Law",,"assets/Law.png","32","11","0000-00-00","available"
"3184","supreme court reports annotated, volume 101",,"1825kh","KH348.599 044 P538s v. 101",,"supreme court reports annotated, volume 101 is comprehensive collection of judicial opinions and decisions rendered by the supreme court. this volume provides detailed annotations and analyses of significant cases, offering insights into legal reasoning and the implications of the court's rulings. it serves as valuable resource for legal professionals, scholars, and anyone interested in the intricacies of constitutional law and judicial interpretation.","Supreme Court, judicial opinions, constitutional law, legal reasoning, annotations","Law",,"assets/Law.png","24","14","0000-00-00","available"
"3185","supreme court reports annotated, volume 102",,"1826kh","KH348.599 044 P538s v. 102",,"supreme court reports annotated, volume 102 is comprehensive compilation of legal decisions and opinions rendered by the supreme court. this volume provides detailed annotations and analyses of significant cases, offering insights into the judicial reasoning and legal principles applied. it serves as an essential resource for legal professionals, scholars, and anyone interested in the workings of the highest court.","Supreme Court, legal decisions, annotations, judicial reasoning, legal principles","Law",,"assets/Law.png","36","13","0000-00-00","available"
"3186","supreme court reports annotated, volume 103",,"1827kh","KH348.599 044 P538s v. 103",,"supreme court reports annotated, volume 103 is comprehensive legal resource compiling significant decisions and opinions from the supreme court. this volume provides detailed annotations, offering insights into case law and judicial reasoning. it serves as an essential reference for legal professionals and scholars seeking to understand the intricacies of constitutional and federal law as interpreted by the highest court.","Supreme Court, legal resource, case law, judicial reasoning, constitutional law","Law",,"assets/Law.png","20","10","0000-00-00","available"
"3187","supreme court reports annotated, volume 104",,"1828kh","KH348.599 044 P538s v. 104",,"supreme court reports annotated, volume 104 is comprehensive legal reference that compiles and analyzes key decisions made by the supreme court. this volume provides detailed annotations and insights into the legal reasoning behind each case, serving as valuable resource for legal professionals, scholars, and students seeking to understand the intricacies of supreme court jurisprudence.","Supreme Court, legal reference, annotations, jurisprudence, decisions","Law",,"assets/Law.png","26","17","0000-00-00","available"
"3188","supreme court reports annotated, volume 105",,"1829kh","KH348.599 044 P538s v. 105",,"'supreme court reports annotated, volume 105' is comprehensive legal resource that compiles and analyzes key supreme court decisions. this volume provides detailed annotations and insights into the rulings, offering valuable reference for legal professionals and scholars seeking to understand the implications of these decisions on various aspects of law.","Supreme Court, legal resource, annotations, rulings, law implications","Law",,"assets/Law.png","23","12","0000-00-00","available"
"3189","supreme court reports annotated, volume 106",,"1830kh","KH348.599 044 P538s v. 106",,"supreme court reports annotated, volume 106 is comprehensive compilation of legal opinions and decisions rendered by the supreme court. this volume provides detailed annotations and analysis of significant cases, offering insights into the judicial reasoning and implications for legal precedents. it serves as valuable resource for legal professionals, scholars, and anyone interested in the intricacies of supreme court rulings.","Supreme Court, legal opinions, annotations, judicial reasoning, precedents","Law",,"assets/Law.png","36","15","0000-00-00","available"
"3190","supreme court reports annotated, volume 107",,"1831kh","KH348.599 044 P538s v. 107",,"supreme court reports annotated, volume 107 is comprehensive compilation of legal case summaries, annotations, and analyses from the supreme court. this volume provides detailed insights into significant rulings, offering legal practitioners and scholars valuable resource for understanding judicial decisions and their implications on various aspects of law.","legal case summaries, supreme court, judicial decisions, annotations, legal analyses","Law",,"assets/Law.png","27","13","0000-00-00","available"
"3191","supreme court reports annotated, volume 108",,"1832kh","KH348.599044 P538s v. 108",,"supreme court reports annotated, volume 108 is comprehensive compilation of judicial decisions made by the supreme court. this volume includes detailed annotations and analyses of cases, providing thorough understanding of the legal principles and precedents established. it serves as valuable resource for legal professionals, scholars, and students seeking insights into the rulings and their implications.","Supreme Court, judicial decisions, legal principles, precedents, annotations","Law",,"assets/Law.png","37","18","0000-00-00","available"
"3192","supreme court reports annotated, volume 109",,"1833kh","KH348.599 044 P538s v. 109",,"supreme court reports annotated, volume 109 is comprehensive compilation of judicial decisions made by the supreme court. the volume provides detailed annotations and interpretations of the court's rulings, offering legal professionals and scholars insights into the reasoning behind landmark judgments and legal precedents. it serves as an essential resource for understanding the evolution of case law and its implications for future legal interpretations.","judicial decisions, annotations, supreme court, legal precedents, case law","Law",,"assets/Law.png","13","16","0000-00-00","available"
"3193","supreme court reports annotated, volume 110",,"1834kh","KH348.599 044 P538s v. 110",,"supreme court reports annotated, volume 110 is comprehensive compilation of judicial decisions from the supreme court, offering detailed analyses and annotations. it serves as valuable resource for legal professionals, scholars, and students, providing insights into the reasoning behind landmark cases and the evolution of legal principles.","judicial decisions, supreme court, legal principles, annotations, landmark cases","Law",,"assets/Law.png","16","18","0000-00-00","available"
"3194","supreme court reports annotated, volume 111",,"1835kh","KH348.599 044 P538s v. 111",,"supreme court reports annotated, volume 111 is comprehensive legal reference that compiles and analyzes significant decisions made by the supreme court. this volume offers detailed annotations, providing insights into the legal reasoning and implications of each case. it serves as an essential resource for legal professionals, scholars, and anyone interested in the intricacies of constitutional law and judicial interpretation.","Supreme Court, legal reference, annotations, constitutional law, judicial interpretation","Law",,"assets/Law.png","44","19","0000-00-00","available"
"3195","supreme court reports annotated, volume 112",,"1836kh","KH348.599 044 P538s v. 112",,"supreme court reports annotated, volume 112 is comprehensive legal resource that compiles and analyzes significant rulings of the supreme court. it provides detailed annotations and insights into judicial decisions, offering valuable context and interpretation for legal professionals and scholars. this volume serves as an essential reference for understanding the intricacies of constitutional and legal precedents set by the court.","Supreme Court, legal resource, rulings, annotations, precedents","Law",,"assets/Law.png","18","12","0000-00-00","available"
"3196","supreme court reports annotated, volume 113",,"1837kh","KH348.599 044 P538s v. 113",,"supreme court reports annotated, volume 113 is comprehensive legal resource that compiles and analyzes decisions made by the supreme court. this volume provides detailed annotations and insights into the court's rulings, offering valuable reference for legal professionals, scholars, and anyone interested in the intricacies of supreme court jurisprudence.","Supreme Court, legal resource, annotations, jurisprudence, rulings","Law",,"assets/Law.png","17","10","0000-00-00","available"
"3197","supreme court reports annotated, volume 114",,"1838kh","KH348.599 044 P538s v. 114",,"supreme court reports annotated, volume 114 is comprehensive compilation of legal cases adjudicated by the supreme court. this volume provides detailed annotations and analyses of significant court decisions, offering insights into the legal reasoning and implications of each case. it serves as an essential resource for legal professionals, scholars, and students seeking to understand the intricacies of supreme court rulings and their impact on the legal landscape.","Supreme Court, legal cases, annotations, court decisions, legal reasoning","Law",,"assets/Law.png","26","14","0000-00-00","available"
"3198","supreme court reports annotated, volume 115",,"1839kh","KH348.599 044 P538s v. 115",,"supreme court reports annotated, volume 115 is comprehensive legal reference that compiles and annotates key decisions made by the supreme court. the volume provides detailed analyses and interpretations of the court's rulings, offering valuable insights for legal professionals and scholars. it serves as an essential resource for understanding the implications and precedents set by the court in various legal contexts.","Supreme Court, legal reference, court rulings, legal interpretations, precedents","Law",,"assets/Law.png","26","12","0000-00-00","available"
"3199","supreme court reports annotated, volume 116",,"1840kh","KH348.599 044 P538s v. 116",,"supreme court reports annotated, volume 116 is comprehensive legal resource that compiles and annotates significant decisions made by the supreme court. this volume provides detailed analysis and commentary on various cases, offering insights into the legal reasoning and implications of the court's rulings. it serves as an essential reference for legal professionals, scholars, and students seeking to understand the intricacies of constitutional law and the impact of these decisions on the legal system.","Supreme Court, legal analysis, constitutional law, court rulings, legal reference","Law",,"assets/Law.png","42","15","0000-00-00","available"
"3200","supreme court reports annotated, volume 138",,"1850kh","KH348.599 044 P538s v. 138",,"supreme court reports annotated, volume 138 is comprehensive legal reference that compiles and analyzes decisions made by the supreme court. this volume includes detailed annotations and interpretations of significant cases, providing insights into legal precedents and judicial reasoning. it serves as an essential resource for legal professionals, scholars, and anyone interested in the intricacies of supreme court rulings.","Supreme Court, legal precedents, judicial reasoning, annotations, significant cases","Law",,"assets/Law.png","41","17","0000-00-00","available"
"3201","supreme court reports annotated, volume 139",,"1851kh","KH348.599 044 P538s v. 139",,"supreme court reports annotated, volume 139 is comprehensive compilation of legal cases and decisions made by the supreme court. this volume provides detailed annotations and insights into significant rulings, highlighting their implications on law and society. it serves as crucial resource for legal professionals and scholars seeking to understand the intricacies of supreme court jurisprudence.","Supreme Court, legal cases, decisions, annotations, jurisprudence","Law",,"assets/Law.png","17","20","0000-00-00","available"
"3202","supreme court reports annotated, volume 140",,"1852kh","KH348.599 044 P538s v. 140",,"supreme court reports annotated, volume 140 is comprehensive legal reference that compiles and analyzes significant decisions made by the supreme court. this volume includes detailed annotations, case summaries, and interpretations of legal principles, serving as an essential resource for legal professionals, scholars, and students seeking to understand the nuances of supreme court rulings during this period.","supreme court, legal reference, case summaries, annotations, legal principles","Law",,"assets/Law.png","28","13","0000-00-00","available"
